101	05/06/2017	05:00:00	18,893
102	05/06/2017	06:00:00	18,893
103	05/06/2017	07:00:00	18,893
104	05/06/2017	08:00:00	18,893
105	05/06/2017	09:00:00	18,893
106	05/06/2017	10:00:00	18,893
107	05/06/2017	11:00:00	18,893
108	05/06/2017	12:00:00	18,893
109	05/06/2017	13:00:00	18,893
110	05/06/2017	14:00:00	18,893
111	05/06/2017	15:00:00	18,893
112	05/06/2017	16:00:00	18,893
113	05/06/2017	17:00:00	18,893
114	05/06/2017	18:00:00	18,893
115	05/06/2017	19:00:00	18,893
116	05/06/2017	20:00:00	18,893
117	05/06/2017	21:00:00	18,893
118	05/06/2017	22:00:00	18,893
119	05/06/2017	23:00:00	18,893
120	06/06/2017	00:00:00	18,893
121	06/06/2017	01:00:00	18,893
122	06/06/2017	02:00:00	18,893
123	06/06/2017	03:00:00	18,893
124	06/06/2017	04:00:00	18,893
125	06/06/2017	05:00:00	18,893
126	06/06/2017	06:00:00	22,925
127	06/06/2017	07:00:00	26,971
128	06/06/2017	08:00:00	27,923
129	06/06/2017	09:00:00	29,309
130	06/06/2017	10:00:00	29,624
131	06/06/2017	11:00:00	29,169
132	06/06/2017	12:00:00	29,372
133	06/06/2017	13:00:00	29,582
134	06/06/2017	14:00:00	29,267
135	06/06/2017	15:00:00	28,763
136	06/06/2017	16:00:00	25,473
137	06/06/2017	17:00:00	25,774
138	06/06/2017	18:00:00	24,003
139	06/06/2017	19:00:00	24,248
140	06/06/2017	20:00:00	24,185
141	06/06/2017	21:00:00	24,64
142	06/06/2017	22:00:00	23,24
143	06/06/2017	23:00:00	22,904
144	07/06/2017	00:00:00	23,24
145	07/06/2017	01:00:00	23,688
146	07/06/2017	02:00:00	22,344
147	07/06/2017	03:00:00	23,016
148	07/06/2017	04:00:00	23,31
149	07/06/2017	05:00:00	23,534
150	07/06/2017	06:00:00	26,782
151	07/06/2017	07:00:00	28,616
152	07/06/2017	08:00:00	29,785
153	07/06/2017	09:00:00	29,799
154	07/06/2017	10:00:00	30,142
155	07/06/2017	11:00:00	29,729
156	07/06/2017	12:00:00	29,967
157	07/06/2017	13:00:00	29,918
158	07/06/2017	14:00:00	30,051
159	07/06/2017	15:00:00	29,946
160	07/06/2017	16:00:00	26,747
161	07/06/2017	17:00:00	26,278
162	07/06/2017	18:00:00	24,087
163	07/06/2017	19:00:00	24,094
164	07/06/2017	20:00:00	23,597
165	07/06/2017	21:00:00	23,912
166	07/06/2017	22:00:00	23,037
167	07/06/2017	23:00:00	21,973
168	08/06/2017	00:00:00	22,218
169	08/06/2017	01:00:00	22,071
170	08/06/2017	02:00:00	22,085
171	08/06/2017	03:00:00	21,973
172	08/06/2017	04:00:00	22,246
173	08/06/2017	05:00:00	21,483
174	08/06/2017	06:00:00	26,061
175	08/06/2017	07:00:00	28,819
176	08/06/2017	08:00:00	29,295
177	08/06/2017	09:00:00	29,778
178	08/06/2017	10:00:00	29,806
179	08/06/2017	11:00:00	28,777
180	08/06/2017	12:00:00	28,84
181	08/06/2017	13:00:00	29,225
182	08/06/2017	14:00:00	28,805
183	08/06/2017	15:00:00	28,889
184	08/06/2017	16:00:00	26,117
185	08/06/2017	17:00:00	25,508
186	08/06/2017	18:00:00	23,583
187	08/06/2017	19:00:00	23,716
188	08/06/2017	20:00:00	23,653
189	08/06/2017	21:00:00	23,583
190	08/06/2017	22:00:00	22,12
191	08/06/2017	23:00:00	22,155
192	09/06/2017	00:00:00	22,344
193	09/06/2017	01:00:00	22,722
194	09/06/2017	02:00:00	22,617
195	09/06/2017	03:00:00	22,533
196	09/06/2017	04:00:00	22,484
197	09/06/2017	05:00:00	22,001
198	09/06/2017	06:00:00	27,398
199	09/06/2017	07:00:00	29,057
200	09/06/2017	08:00:00	29,666
201	09/06/2017	09:00:00	30,184
202	09/06/2017	10:00:00	30,933
203	09/06/2017	11:00:00	29,764
204	09/06/2017	12:00:00	29,729
205	09/06/2017	13:00:00	29,33
206	09/06/2017	14:00:00	28,518
207	09/06/2017	15:00:00	25,529
208	09/06/2017	16:00:00	23,681
209	09/06/2017	17:00:00	23,94
210	09/06/2017	18:00:00	23,296
211	09/06/2017	19:00:00	22,918
212	09/06/2017	20:00:00	23,275
213	09/06/2017	21:00:00	23,569
214	09/06/2017	22:00:00	22,505
215	09/06/2017	23:00:00	22,239
216	10/06/2017	00:00:00	22,547
217	10/06/2017	01:00:00	22,365
218	10/06/2017	02:00:00	22,099
219	10/06/2017	03:00:00	21,812
220	10/06/2017	04:00:00	22,106
221	10/06/2017	05:00:00	21,889
222	10/06/2017	06:00:00	23,023
223	10/06/2017	07:00:00	23,877
224	10/06/2017	08:00:00	23,989
225	10/06/2017	09:00:00	23,611
226	10/06/2017	10:00:00	23,387
227	10/06/2017	11:00:00	23,149
228	10/06/2017	12:00:00	23,016
229	10/06/2017	13:00:00	23,233
230	10/06/2017	14:00:00	22,715
231	10/06/2017	15:00:00	23,45
232	10/06/2017	16:00:00	23,422
233	10/06/2017	17:00:00	22,694
234	10/06/2017	18:00:00	22,582
235	10/06/2017	19:00:00	22,456
236	10/06/2017	20:00:00	22,715
237	10/06/2017	21:00:00	22,827
238	10/06/2017	22:00:00	21,665
239	10/06/2017	23:00:00	21,28
240	11/06/2017	00:00:00	21,203
241	11/06/2017	01:00:00	20,692
242	11/06/2017	02:00:00	20,678
243	11/06/2017	03:00:00	20,748
244	11/06/2017	04:00:00	20,552
245	11/06/2017	05:00:00	18,109
246	11/06/2017	06:00:00	1,204
247	11/06/2017	07:00:00	0,728
248	11/06/2017	08:00:00	0,609
249	11/06/2017	09:00:00	0,609
250	11/06/2017	10:00:00	0,623
251	11/06/2017	11:00:00	0,609
252	11/06/2017	12:00:00	0,602
253	11/06/2017	13:00:00	0,595
254	11/06/2017	14:00:00	0,588
255	11/06/2017	15:00:00	0,581
256	11/06/2017	16:00:00	0,567
257	11/06/2017	17:00:00	0,574
258	11/06/2017	18:00:00	0,581
259	11/06/2017	19:00:00	0,707
260	11/06/2017	20:00:00	0,735
261	11/06/2017	21:00:00	0,749
262	11/06/2017	22:00:00	0,763
263	11/06/2017	23:00:00	0,77
264	12/06/2017	00:00:00	0,742
265	12/06/2017	01:00:00	0,77
266	12/06/2017	02:00:00	0,763
267	12/06/2017	03:00:00	0,756
268	12/06/2017	04:00:00	0,763
269	12/06/2017	05:00:00	0,756
270	12/06/2017	06:00:00	0,77
271	12/06/2017	07:00:00	0,721
272	12/06/2017	08:00:00	0,609
273	12/06/2017	09:00:00	0,609
274	12/06/2017	10:00:00	0,623
275	12/06/2017	11:00:00	0,609
276	12/06/2017	12:00:00	0,609
277	12/06/2017	13:00:00	0,623
278	12/06/2017	14:00:00	0,623
279	12/06/2017	15:00:00	0,63
280	12/06/2017	16:00:00	0,616
281	12/06/2017	17:00:00	0,616
282	12/06/2017	18:00:00	0,609
283	12/06/2017	19:00:00	0,756
284	12/06/2017	20:00:00	0,763
285	12/06/2017	21:00:00	0,77
286	12/06/2017	22:00:00	0,784
287	12/06/2017	23:00:00	0,77
288	13/06/2017	00:00:00	0,791
289	13/06/2017	01:00:00	0,77
290	13/06/2017	02:00:00	0,784
291	13/06/2017	03:00:00	0,784
292	13/06/2017	04:00:00	0,749
293	13/06/2017	05:00:00	7,805
294	13/06/2017	06:00:00	23,702
295	13/06/2017	07:00:00	27,979
296	13/06/2017	08:00:00	29,253
297	13/06/2017	09:00:00	29,603
298	13/06/2017	10:00:00	29,722
299	13/06/2017	11:00:00	28,861
300	13/06/2017	12:00:00	29,323
301	13/06/2017	13:00:00	30,331
302	13/06/2017	14:00:00	30,457
303	13/06/2017	15:00:00	29,897
304	13/06/2017	16:00:00	25,48
305	13/06/2017	17:00:00	25,585
306	13/06/2017	18:00:00	24,024
307	13/06/2017	19:00:00	24,045
308	13/06/2017	20:00:00	23,66
309	13/06/2017	21:00:00	24,115
310	13/06/2017	22:00:00	22,82
311	13/06/2017	23:00:00	22,393
312	14/06/2017	00:00:00	22,666
313	14/06/2017	01:00:00	22,757
314	14/06/2017	02:00:00	22,694
315	14/06/2017	03:00:00	22,204
316	14/06/2017	04:00:00	22,519
317	14/06/2017	05:00:00	22,638
318	14/06/2017	06:00:00	26,432
319	14/06/2017	07:00:00	29,148
320	14/06/2017	08:00:00	30,121
321	14/06/2017	09:00:00	30,177
322	14/06/2017	10:00:00	30,835
323	14/06/2017	11:00:00	30,639
324	14/06/2017	12:00:00	30,555
325	14/06/2017	13:00:00	30,198
326	14/06/2017	14:00:00	29,596
327	14/06/2017	15:00:00	29,421
328	14/06/2017	16:00:00	26,6
329	14/06/2017	17:00:00	26,173
330	14/06/2017	18:00:00	25,193
331	14/06/2017	19:00:00	24,815
332	14/06/2017	20:00:00	25,102
333	14/06/2017	21:00:00	24,479
334	14/06/2017	22:00:00	23,233
335	14/06/2017	23:00:00	22,001
336	15/06/2017	00:00:00	22,239
337	15/06/2017	01:00:00	22,512
338	15/06/2017	02:00:00	22,722
339	15/06/2017	03:00:00	23,254
340	15/06/2017	04:00:00	23,072
341	15/06/2017	05:00:00	22,673
342	15/06/2017	06:00:00	27,118
343	15/06/2017	07:00:00	29,729
344	15/06/2017	08:00:00	30,135
345	15/06/2017	09:00:00	30,317
346	15/06/2017	10:00:00	30,275
347	15/06/2017	11:00:00	28,784
348	15/06/2017	12:00:00	29,645
349	15/06/2017	13:00:00	29,225
350	15/06/2017	14:00:00	29,197
351	15/06/2017	15:00:00	29,568
352	15/06/2017	16:00:00	25,816
353	15/06/2017	17:00:00	25,627
354	15/06/2017	18:00:00	23,835
355	15/06/2017	19:00:00	23,583
356	15/06/2017	20:00:00	23,282
357	15/06/2017	21:00:00	22,932
358	15/06/2017	22:00:00	22,848
359	15/06/2017	23:00:00	21,931
360	16/06/2017	00:00:00	22,82
361	16/06/2017	01:00:00	22,918
362	16/06/2017	02:00:00	22,183
363	16/06/2017	03:00:00	21,826
364	16/06/2017	04:00:00	21,707
365	16/06/2017	05:00:00	21,735
366	16/06/2017	06:00:00	25,69
367	16/06/2017	07:00:00	29,043
368	16/06/2017	08:00:00	29,631
369	16/06/2017	09:00:00	30,009
370	16/06/2017	10:00:00	30,541
371	16/06/2017	11:00:00	29,575
372	16/06/2017	12:00:00	29,519
373	16/06/2017	13:00:00	28,959
374	16/06/2017	14:00:00	28,987
375	16/06/2017	15:00:00	29,113
376	16/06/2017	16:00:00	26,117
377	16/06/2017	17:00:00	25,487
378	16/06/2017	18:00:00	23,317
379	16/06/2017	19:00:00	23,394
380	16/06/2017	20:00:00	23,331
381	16/06/2017	21:00:00	23,485
382	16/06/2017	22:00:00	22,05
383	16/06/2017	23:00:00	21,385
384	17/06/2017	00:00:00	22,54
385	17/06/2017	01:00:00	22,876
386	17/06/2017	02:00:00	22,463
387	17/06/2017	03:00:00	22,491
388	17/06/2017	04:00:00	22,463
389	17/06/2017	05:00:00	23,24
390	17/06/2017	06:00:00	27,496
391	17/06/2017	07:00:00	29,386
392	17/06/2017	08:00:00	29,19
393	17/06/2017	09:00:00	29,498
394	17/06/2017	10:00:00	29,883
395	17/06/2017	11:00:00	29,316
396	17/06/2017	12:00:00	29,631
397	17/06/2017	13:00:00	29,75
398	17/06/2017	14:00:00	28,637
399	17/06/2017	15:00:00	25,69
400	17/06/2017	16:00:00	25,158
401	17/06/2017	17:00:00	23,618
402	17/06/2017	18:00:00	23,17
403	17/06/2017	19:00:00	23,142
404	17/06/2017	20:00:00	23,114
405	17/06/2017	21:00:00	22,61
406	17/06/2017	22:00:00	22,127
407	17/06/2017	23:00:00	21,098
408	18/06/2017	00:00:00	21,511
409	18/06/2017	01:00:00	21,343
410	18/06/2017	02:00:00	21,336
411	18/06/2017	03:00:00	20,972
412	18/06/2017	04:00:00	20,594
413	18/06/2017	05:00:00	18,102
414	18/06/2017	06:00:00	2,296
415	18/06/2017	07:00:00	3,052
416	18/06/2017	08:00:00	3,276
417	18/06/2017	09:00:00	2,737
418	18/06/2017	10:00:00	2,681
419	18/06/2017	11:00:00	2,345
420	18/06/2017	12:00:00	2,275
421	18/06/2017	13:00:00	2,107
422	18/06/2017	14:00:00	1,302
423	18/06/2017	15:00:00	0,637
424	18/06/2017	16:00:00	0,63
425	18/06/2017	17:00:00	0,623
426	18/06/2017	18:00:00	0,637
427	18/06/2017	19:00:00	0,798
428	18/06/2017	20:00:00	0,805
429	18/06/2017	21:00:00	0,798
430	18/06/2017	22:00:00	0,826
431	18/06/2017	23:00:00	0,819
432	19/06/2017	00:00:00	0,84
433	19/06/2017	01:00:00	0,826
434	19/06/2017	02:00:00	0,826
435	19/06/2017	03:00:00	0,826
436	19/06/2017	04:00:00	0,784
437	19/06/2017	05:00:00	0,77
438	19/06/2017	06:00:00	0,77
439	19/06/2017	07:00:00	0,77
440	19/06/2017	08:00:00	0,77
441	19/06/2017	09:00:00	0,77
442	19/06/2017	10:00:00	0,735
443	19/06/2017	11:00:00	0,665
444	19/06/2017	12:00:00	0,616
445	19/06/2017	13:00:00	0,588
446	19/06/2017	14:00:00	0,574
447	19/06/2017	15:00:00	0,581
448	19/06/2017	16:00:00	0,56
449	19/06/2017	17:00:00	0,56
450	19/06/2017	18:00:00	0,574
451	19/06/2017	19:00:00	0,714
452	19/06/2017	20:00:00	0,714
453	19/06/2017	21:00:00	0,7
454	19/06/2017	22:00:00	0,686
455	19/06/2017	23:00:00	0,7
456	20/06/2017	00:00:00	0,686
457	20/06/2017	01:00:00	0,707
458	20/06/2017	02:00:00	0,714
459	20/06/2017	03:00:00	0,714
460	20/06/2017	04:00:00	0,735
461	20/06/2017	05:00:00	9,555
462	20/06/2017	06:00:00	23,828
463	20/06/2017	07:00:00	29,127
464	20/06/2017	08:00:00	28,896
465	20/06/2017	09:00:00	28,441
466	20/06/2017	10:00:00	26,817
467	20/06/2017	11:00:00	27,363
468	20/06/2017	12:00:00	27,832
469	20/06/2017	13:00:00	28,616
470	20/06/2017	14:00:00	29,617
471	20/06/2017	15:00:00	29,855
472	20/06/2017	16:00:00	27,181
473	20/06/2017	17:00:00	26,348
474	20/06/2017	18:00:00	23,723
475	20/06/2017	19:00:00	23,576
476	20/06/2017	20:00:00	23,583
477	20/06/2017	21:00:00	23,597
478	20/06/2017	22:00:00	23,303
479	20/06/2017	23:00:00	22,519
480	21/06/2017	00:00:00	22,533
481	21/06/2017	01:00:00	22,218
482	21/06/2017	02:00:00	22,309
483	21/06/2017	03:00:00	22,078
484	21/06/2017	04:00:00	22,673
485	21/06/2017	05:00:00	23,184
486	21/06/2017	06:00:00	26,411
487	21/06/2017	07:00:00	28,868
488	21/06/2017	08:00:00	29,652
489	21/06/2017	09:00:00	30,121
490	21/06/2017	10:00:00	29,988
491	21/06/2017	11:00:00	29,414
492	21/06/2017	12:00:00	29,946
493	21/06/2017	13:00:00	29,176
494	21/06/2017	14:00:00	28,707
495	21/06/2017	15:00:00	29,085
496	21/06/2017	16:00:00	25,389
497	21/06/2017	17:00:00	25,095
498	21/06/2017	18:00:00	23,499
499	21/06/2017	19:00:00	23,24
500	21/06/2017	20:00:00	23,086
501	21/06/2017	21:00:00	23,436
502	21/06/2017	22:00:00	22,848
503	21/06/2017	23:00:00	22,19
504	22/06/2017	00:00:00	22,407
505	22/06/2017	01:00:00	22,239
506	22/06/2017	02:00:00	22,596
507	22/06/2017	03:00:00	22,624
508	22/06/2017	04:00:00	21,973
509	22/06/2017	05:00:00	22,68
510	22/06/2017	06:00:00	25,508
511	22/06/2017	07:00:00	29,029
512	22/06/2017	08:00:00	29,652
513	22/06/2017	09:00:00	29,785
514	22/06/2017	10:00:00	29,295
515	22/06/2017	11:00:00	28,357
516	22/06/2017	12:00:00	28,665
517	22/06/2017	13:00:00	28,728
518	22/06/2017	14:00:00	27,671
519	22/06/2017	15:00:00	28,14
520	22/06/2017	16:00:00	26,222
521	22/06/2017	17:00:00	26,733
522	22/06/2017	18:00:00	24,766
523	22/06/2017	19:00:00	23,912
524	22/06/2017	20:00:00	23,513
525	22/06/2017	21:00:00	23,625
526	22/06/2017	22:00:00	24,444
527	22/06/2017	23:00:00	23,464
528	23/06/2017	00:00:00	23,436
529	23/06/2017	01:00:00	23,94
530	23/06/2017	02:00:00	23,576
531	23/06/2017	03:00:00	23,093
532	23/06/2017	04:00:00	23,499
533	23/06/2017	05:00:00	23,849
534	23/06/2017	06:00:00	26,523
535	23/06/2017	07:00:00	29,134
536	23/06/2017	08:00:00	29,358
537	23/06/2017	09:00:00	29,82
538	23/06/2017	10:00:00	30,394
539	23/06/2017	11:00:00	30,366
540	23/06/2017	12:00:00	30,324
541	23/06/2017	13:00:00	29,715
542	23/06/2017	14:00:00	28,042
543	23/06/2017	15:00:00	27,244
544	23/06/2017	16:00:00	25,69
545	23/06/2017	17:00:00	26,929
546	23/06/2017	18:00:00	25,55
547	23/06/2017	19:00:00	25,431
548	23/06/2017	20:00:00	25,004
549	23/06/2017	21:00:00	24,157
550	23/06/2017	22:00:00	23,702
551	23/06/2017	23:00:00	23,541
552	24/06/2017	00:00:00	24,136
553	24/06/2017	01:00:00	23,66
554	24/06/2017	02:00:00	23,611
555	24/06/2017	03:00:00	23,835
556	24/06/2017	04:00:00	23,828
557	24/06/2017	05:00:00	23,149
558	24/06/2017	06:00:00	27,202
559	24/06/2017	07:00:00	28,392
560	24/06/2017	08:00:00	29,197
561	24/06/2017	09:00:00	29,638
562	24/06/2017	10:00:00	29,344
563	24/06/2017	11:00:00	29,183
564	24/06/2017	12:00:00	29,183
565	24/06/2017	13:00:00	29,022
566	24/06/2017	14:00:00	28,413
567	24/06/2017	15:00:00	23,541
568	24/06/2017	16:00:00	24,073
569	24/06/2017	17:00:00	23,177
570	24/06/2017	18:00:00	23,212
571	24/06/2017	19:00:00	23,261
572	24/06/2017	20:00:00	22,939
573	24/06/2017	21:00:00	23,247
574	24/06/2017	22:00:00	22,932
575	24/06/2017	23:00:00	22,953
576	25/06/2017	00:00:00	23,632
577	25/06/2017	01:00:00	23,625
578	25/06/2017	02:00:00	24,255
579	25/06/2017	03:00:00	23,723
580	25/06/2017	04:00:00	23,961
581	25/06/2017	05:00:00	24,206
582	25/06/2017	06:00:00	24,472
583	25/06/2017	07:00:00	24,493
584	25/06/2017	08:00:00	24,633
585	25/06/2017	09:00:00	24,185
586	25/06/2017	10:00:00	23,324
587	25/06/2017	11:00:00	22,547
588	25/06/2017	12:00:00	22,477
589	25/06/2017	13:00:00	23,149
590	25/06/2017	14:00:00	23,226
591	25/06/2017	15:00:00	22,722
592	25/06/2017	16:00:00	23,625
593	25/06/2017	17:00:00	23,485
594	25/06/2017	18:00:00	23,555
595	25/06/2017	19:00:00	23,485
596	25/06/2017	20:00:00	23,296
597	25/06/2017	21:00:00	21,854
598	25/06/2017	22:00:00	17,962
599	25/06/2017	23:00:00	3,311
600	26/06/2017	00:00:00	0,805
601	26/06/2017	01:00:00	0,798
602	26/06/2017	02:00:00	0,812
603	26/06/2017	03:00:00	0,826
604	26/06/2017	04:00:00	0,819
605	26/06/2017	05:00:00	0,777
606	26/06/2017	06:00:00	0,784
607	26/06/2017	07:00:00	0,749
608	26/06/2017	08:00:00	0,637
609	26/06/2017	09:00:00	0,595
610	26/06/2017	10:00:00	0,595
611	26/06/2017	11:00:00	0,602
612	26/06/2017	12:00:00	0,581
613	26/06/2017	13:00:00	0,581
614	26/06/2017	14:00:00	0,588
615	26/06/2017	15:00:00	0,581
616	26/06/2017	16:00:00	0,595
617	26/06/2017	17:00:00	0,595
618	26/06/2017	18:00:00	0,588
619	26/06/2017	19:00:00	0,714
620	26/06/2017	20:00:00	0,721
621	26/06/2017	21:00:00	1,883
622	26/06/2017	22:00:00	10,661
623	26/06/2017	23:00:00	21,147
624	27/06/2017	00:00:00	22,106
625	27/06/2017	01:00:00	21,469
626	27/06/2017	02:00:00	21,196
627	27/06/2017	03:00:00	21,686
628	27/06/2017	04:00:00	22,729
629	27/06/2017	05:00:00	23,037
630	27/06/2017	06:00:00	26,32
631	27/06/2017	07:00:00	29,442
632	27/06/2017	08:00:00	30,233
633	27/06/2017	09:00:00	29,575
634	27/06/2017	10:00:00	27,671
635	27/06/2017	11:00:00	28,882
636	27/06/2017	12:00:00	29,708
637	27/06/2017	13:00:00	29,484
638	27/06/2017	14:00:00	28,819
639	27/06/2017	15:00:00	29,211
640	27/06/2017	16:00:00	25,886
641	27/06/2017	17:00:00	25,053
642	27/06/2017	18:00:00	23,436
643	27/06/2017	19:00:00	22,939
644	27/06/2017	20:00:00	22,687
645	27/06/2017	21:00:00	23,268
646	27/06/2017	22:00:00	22,617
647	27/06/2017	23:00:00	22,477
648	28/06/2017	00:00:00	22,694
649	28/06/2017	01:00:00	22,925
650	28/06/2017	02:00:00	22,617
651	28/06/2017	03:00:00	22,533
652	28/06/2017	04:00:00	22,519
653	28/06/2017	05:00:00	23,436
654	28/06/2017	06:00:00	25,361
655	28/06/2017	07:00:00	28,896
656	28/06/2017	08:00:00	29,694
657	28/06/2017	09:00:00	29,162
658	28/06/2017	10:00:00	29,064
659	28/06/2017	11:00:00	27,902
660	28/06/2017	12:00:00	28,455
661	28/06/2017	13:00:00	29,414
662	28/06/2017	14:00:00	29,449
663	28/06/2017	15:00:00	29,484
664	28/06/2017	16:00:00	26,411
665	28/06/2017	17:00:00	26,173
666	28/06/2017	18:00:00	22,442
667	28/06/2017	19:00:00	21,903
668	28/06/2017	20:00:00	21,616
669	28/06/2017	21:00:00	21,175
670	28/06/2017	22:00:00	23,072
671	28/06/2017	23:00:00	23,373
672	29/06/2017	00:00:00	23,345
673	29/06/2017	01:00:00	22,932
674	29/06/2017	02:00:00	22,764
675	29/06/2017	03:00:00	22,4
676	29/06/2017	04:00:00	22,736
677	29/06/2017	05:00:00	24,024
678	29/06/2017	06:00:00	26,747
679	29/06/2017	07:00:00	28,868
680	29/06/2017	08:00:00	29,624
681	29/06/2017	09:00:00	29,715
682	29/06/2017	10:00:00	29,176
683	29/06/2017	11:00:00	28,525
684	29/06/2017	12:00:00	29,253
685	29/06/2017	13:00:00	28,917
686	29/06/2017	14:00:00	28,399
687	29/06/2017	15:00:00	26,943
688	29/06/2017	16:00:00	25,221
689	29/06/2017	17:00:00	25,473
690	29/06/2017	18:00:00	23,674
691	29/06/2017	19:00:00	23,296
692	29/06/2017	20:00:00	22,204
693	29/06/2017	21:00:00	21,763
694	29/06/2017	22:00:00	22,463
695	29/06/2017	23:00:00	22,316
696	30/06/2017	00:00:00	23,373
697	30/06/2017	01:00:00	23,534
698	30/06/2017	02:00:00	23,233
699	30/06/2017	03:00:00	22,715
700	30/06/2017	04:00:00	23,037
701	30/06/2017	05:00:00	23,296
702	30/06/2017	06:00:00	25,641
703	30/06/2017	07:00:00	28,056
704	30/06/2017	08:00:00	29,036
705	30/06/2017	09:00:00	29,197
706	30/06/2017	10:00:00	29,624
707	30/06/2017	11:00:00	28,805
708	30/06/2017	12:00:00	29,645
709	30/06/2017	13:00:00	29,351
710	30/06/2017	14:00:00	28,637
711	30/06/2017	15:00:00	26,88
712	30/06/2017	16:00:00	25,053
713	30/06/2017	17:00:00	25,109
714	30/06/2017	18:00:00	23,611
715	30/06/2017	19:00:00	23,114
716	30/06/2017	20:00:00	23,086
717	30/06/2017	21:00:00	22,351
718	30/06/2017	22:00:00	22,624
719	30/06/2017	23:00:00	22,183
720	01/07/2017	00:00:00	21,749
